gene_id,lfcs_allele_bias,padj_allele_bias,lfcs_social_bias,padj_social_bias
LOC105193112,-0.140062024617045,0.999525128080171,0.645175515071867,0.611499110834923
LOC105193113,-0.133539485600369,0.999525128080171,0.280559574560427,0.867411514456139
LOC105193114,-0.127702364009421,0.999525128080171,-1.06516459376733,0.52545094347847
LOC105193116,0.156415796452232,0.999525128080171,-0.039097523556512,0.986454098504249
LOC105193117,-0.125820173839786,0.999525128080171,-0.219960623694107,0.924089898213702
LOC105193118,0.0648162019876965,0.999525128080171,-0.185570612805207,0.927231466011535
LOC105193119,0.601547393532511,0.62910477516952,-1.77084343905423,0.165219209919468
LOC105193120,0.707936073038544,0.514125518500256,-0.988917108542322,0.523031106927917
LOC105193121,0.287167956518198,0.999525128080171,0.368949793352081,0.891318656484946
LOC105193122,-0.231161664288955,0.999525128080171,0.593116374581083,0.729383745111232
LOC105193123,0.394263743822944,0.98939172536629,0.118741245033087,0.977094595826083
LOC105193124,-0.00393132620770926,1,0.0273652811356341,0.990197446095228
LOC105193129,-0.534814629354155,0.786476116585806,1.37959573022016,0.31239668479277
LOC105193130,2.37238135049061,0.0105927105434066,0.905300545810567,0.623002925301025
LOC105193131,0.271191120451582,0.887512728640875,-0.820206909314706,0.72756738708661
LOC105193132,-0.652301206367408,0.317135889086985,-1.16471906801621,0.468681481379826
LOC105193134,1.30003904183017,0.000342410737069825,0.224416483778446,0.909952540899128
LOC105193135,-0.996191039387853,0.0910938089212996,1.32815824428576,0.151796893762747
LOC105193137,1.00310973369096,0.392264059911057,-1.10971093981109,0.223025722946878
LOC105193138,2.43620151042476,0.00646078061067305,-0.329803557508224,0.89897043069035
LOC105193145,-0.0255274159418616,1,0.927665769149688,0.450446398369713
LOC105193214,-0.0650951268739468,0.999525128080171,-0.766286562722564,0.549656403618963
LOC105193215,0.0181961174443971,1,-1.01867365061694,0.539891157096737
LOC105193217,0.174517000417527,0.999525128080171,1.12620235403205,0.407994759949563
LOC105193218,-0.0700367285321902,0.999525128080171,0.75192902123833,0.679808186435026
LOC105193219,-0.407732941416889,0.550885335913998,0.455480077862122,0.731160045915749
LOC105193220,-0.164688636787262,0.95462264495942,1.3670555128144,0.142406746745207
LOC105193222,0.0543563131121353,1,0.766046539646522,0.599962168975491
LOC105193223,-0.172913098370385,0.999525128080171,0.15735861140838,0.93717309707897
LOC105193224,0.0322624543354867,1,-0.33154898852024,0.892239786900744
LOC105193227,0.38628477813717,0.999525128080171,0.33164765860912,0.911371804632779
LOC105193228,0.401409776523846,0.83528451218073,0.21883989379391,0.940651390074404
LOC105193229,-0.101495021733027,0.999525128080171,-0.123964816423125,0.956661303356479
LOC105193230,-0.178490989329807,0.999525128080171,-0.0782670904410308,0.975919150659294
LOC105193231,0.328713834033342,0.843787949313811,-0.370991975872813,0.87707280375616
LOC105193804,-0.029996414238102,1,0.532857166376757,0.765611441917726
LOC105193807,-0.0802505384015912,0.999525128080171,-1.29400757680359,0.275394791060891
LOC105193808,0.167849740510819,0.999525128080171,0.0795467848070692,0.97314586296743
LOC105193812,0.591820871445634,0.550885335913998,-0.58092292014165,0.682957866939664
LOC105193814,-0.188416171477807,0.999525128080171,0.654883600919388,0.804050730833022
LOC105193815,0.224405290806918,0.95462264495942,-0.463151240408966,0.738485770208977
LOC105193816,0.18772379563353,0.999525128080171,0.55430410667934,0.744000122030106
LOC105193817,-0.0996456386721579,1,0.523103304827388,0.695147132608302
LOC105193818,0.183571403154866,0.999525128080171,-0.0677741522168051,0.980346702502246
LOC105193819,0.0125958520830409,1,0.596209546264633,0.639616886445894
LOC105193820,-0.00556980142541111,1,-0.481780107957089,0.820130913463671
LOC105193821,0.122244140005097,0.999525128080171,-0.700457960257038,0.597301725225081
LOC105193822,1.33899844340901,0.19562640465289,0.158313738213185,0.969222690426201
LOC105193823,-0.183571403308089,0.999525128080171,-0.616512463973163,0.716698960496377
LOC105193824,-0.726569402496475,0.498169149103094,-1.13868159558873,0.237441824920117
LOC105193825,-1.86963653534279,7.4338373180917e-06,1.91463594672903,0.0247791828751858
LOC105193826,0.134088061017949,0.999525128080171,-0.0451151952096248,0.984397808120103
LOC105193827,0.301528525953533,0.906273462816231,-0.602610564711775,0.651182294767976
LOC105193828,0.103668750436015,0.999525128080171,0.263190068244333,0.909782176733253
LOC105193829,0.265218609026964,0.906273462816231,-0.745148194689884,0.605343671601676
LOC105193830,0.181578269745837,0.999525128080171,0.112478572697557,0.958048775286195
LOC105193831,0.907772059847944,0.00278914773785684,-1.30816584017162,0.101619452679496
LOC105193832,-0.689320928800615,0.447866800447189,-0.0812762917233501,0.974526108689936
LOC105193833,0.136597830957898,0.999525128080171,-0.35888257018301,0.841422717770746
LOC105193834,-0.0815135974721342,0.999525128080171,-0.570039276625368,0.752796479402047
LOC105193835,0.203823821534961,0.999525128080171,-0.326266995247051,0.853314361491847
LOC105193837,0.432667188088003,0.458346989726127,-1.04299796018141,0.407182666940272
LOC105193839,-0.248467741549171,0.999525128080171,0.51732073731334,0.699559734963862
LOC105193871,0.16863552562894,0.999525128080171,-0.239871331744436,0.902446339619005
LOC105193872,-0.903991401346753,0.639540460958772,1.53720097091566,0.356213803988387
LOC105194381,-0.404944806466829,0.592763437091149,-0.239141081357399,0.90492454478758
LOC105194416,-0.155481315970905,0.999525128080171,-0.380445271802397,0.838514148460667
LOC105194425,1.71778006928577,0.0952248245761796,0.706140796510007,0.594189275737747
LOC105194434,-2.47538655907098,2.01534413643862e-12,0.0865374207153619,0.977094595826083
LOC105194441,-1.43252435158175,0.0780450767724457,0.533202943858884,0.718672003259251
LOC105194453,-0.0186327733063386,1,-0.0481006771986909,0.98314146732363
LOC105194461,-0.0980982510375471,0.999525128080171,0.00189568989702987,0.999383575054441
LOC105194481,-0.756431636477525,7.19673817174024e-05,2.75648307634191,0.00313602014319255
LOC105194487,0.318284268500764,0.999525128080171,4.77131510001403,7.23265170936049e-08
LOC105194495,-1.10753483693886,0.0990097644467557,2.34433201616215,0.118483530181945
LOC105194510,0.38628477813717,0.999525128080171,-0.454121433407957,0.848974012573448
LOC105194522,0.075140734881159,1,-0.170247826084227,0.923792545618664
LOC105194585,0.0594642909556513,0.999525128080171,-0.0588625088491508,0.980388566105953
LOC105194616,-0.201737122154033,0.999525128080171,0.674603386811437,0.645927946570492
LOC105194663,-0.372960156364288,0.598049756134545,0.195486409518841,0.929591875890222
LOC105194672,-0.122235789146987,0.999525128080171,-0.0982336244742659,0.958506116315055
LOC105194675,0.110145804410174,0.999525128080171,-0.584411584358839,0.676247543221645
LOC105194680,-0.111560327672989,0.999525128080171,-0.045314766723086,0.987552583282894
LOC105194690,0.709264614323207,0.358054361991615,-2.21887852240981,0.0605925570550366
LOC105194738,-0.13486610351943,0.999525128080171,-0.0516667420547217,0.986236471758205
LOC105194763,-0.0622219314733502,1,-0.0523319346057583,0.98314146732363
LOC105194795,-0.319991625034698,0.999525128080171,0.680356257312373,0.708104121388969
LOC105194811,2.8083084660426,8.10151623427105e-16,-1.14133606398689,0.200540261491981
LOC105194836,0.521146756216256,0.565671974661845,-0.452299277014764,0.829628939824789
LOC105194887,0.0179138680255686,1,-0.658993467805142,0.763565878390614
LOC105195673,-1.20128493893059e-16,1,-0.0126133351084265,0.997277375795561
LOC105195681,0.215245128259718,0.999525128080171,0.363655145724657,0.845816624986835
LOC105195701,0.0827070867178171,0.999525128080171,-0.467101570805277,0.804982812239019
LOC105195710,-0.38628477900444,0.999525128080171,-0.255269621957437,0.91592455832321
LOC105195720,-0.421419289046286,0.392264059911057,-0.59366940090824,0.707092952937824
LOC105195733,-0.783289128506864,0.598049756134545,0.582302855719362,0.827573203583285
LOC105195750,0.33294071091407,0.990661736203897,0.381725435768223,0.795823108083619
LOC105195766,0.0465946115817321,1,-0.396974490823957,0.866967200166076
LOC105195772,-0.253873953124187,0.999525128080171,1.04590596786825,0.597583458624173
LOC105195781,-0.858790852832065,0.498169149103094,-0.768972734487929,0.565008196936877
LOC105195789,-0.135523016532225,0.999525128080171,-0.501171224627508,0.714750386644433
LOC105195797,-0.0185529531344596,1,-0.627591575308309,0.746877099161798
LOC105196903,-0.207665401119967,0.999525128080171,-1.26122396491643,0.48301600827385
LOC105196904,-0.260434519318572,0.999525128080171,-1.0973812358717,0.484829195694033
LOC105196907,0.235950040246767,0.999525128080171,-0.235562880220016,0.897793214791654
LOC105196909,-0.076803074352182,0.999525128080171,-0.458390549844958,0.794352804451693
LOC105196910,0.250205502062019,0.999525128080171,-0.297714726574547,0.904578758803246
LOC105199287,-0.595367024549171,0.329475447975889,2.75062195787601,0.000819256022040042
LOC105199288,-0.995191205905539,0.555053379819783,2.45000585894627,0.00168989988235564
LOC105199289,-0.931112013160673,0.428700435027169,0.209321239881705,0.924113808632139
LOC105199290,-0.906112599673332,0.358054361991615,-0.131069827146786,0.953620572558974
LOC105199292,-0.00572437855625753,1,-0.305839767395283,0.876016380008049
LOC105199293,-0.565398956055906,0.428700435027169,0.315563174198511,0.84779721752174
LOC105199295,-0.884104934360785,0.00278914773785684,0.190188317319639,0.927231466011535
LOC105199296,0.389463470735774,0.887512728640875,0.156645668730211,0.930814531101965
LOC105199297,-0.273770640247282,0.999525128080171,0.772082430541165,0.540178357118404
LOC105199298,-0.35494153882674,0.999525128080171,-0.194270835262148,0.952347243913677
LOC105199299,-0.370319058922246,0.917475024590087,-0.772353561704006,0.648243592889607
LOC105199300,0.148743457946903,0.999525128080171,-0.157341432632548,0.935891556915301
LOC105199302,0.219539520453731,0.999525128080171,0.777266208905455,0.532896203099949
LOC105199303,0.111240182782013,0.999525128080171,-0.586823946131458,0.696378769161624
LOC105199304,0.309821491689056,0.916243522724381,-0.064544315654553,0.977740158165724
LOC105199305,0.472777026457962,0.906273462816231,-1.29467670304996,0.4559416415332
LOC105199307,0.407560214314482,0.906273462816231,-0.128586553150593,0.950325098733139
LOC105199309,0.226736047771854,0.999525128080171,0.161376853448274,0.933636674455533
LOC105199310,-0.60644226964419,0.555053379819783,0.698394902618525,0.610983932146988
LOC105199311,-0.265184415595809,0.916243522724381,0.159532381445776,0.934750527523818
LOC105199313,0.215724647465028,0.974994582783491,0.355728704632699,0.879194832845232
LOC105199314,0.184629406571361,0.999525128080171,0.109143971197988,0.955725309350086
LOC105199315,-2.57695495803167,0.00451818518298678,3.97253225176401,2.55110254368485e-05
LOC105199316,-1.14466190337512,0.0329106381154238,1.43982220958249,0.23284440547506
LOC105199317,-0.327055297188383,0.999525128080171,0.599404697724917,0.763565878390614
LOC105199318,0.379366004407642,0.698835579640793,-0.569313270365324,0.696625991841698
LOC105199319,0.0558895572356934,1,3.88471941129598,2.13573106462794e-09
LOC105199320,-0.514466568160666,0.825276861724964,-0.922045191316385,0.561560660486127
LOC105199321,1.7071480483859,0.0972038146772008,-0.394809305210702,0.8740703694261
LOC105199322,0.89327905878895,0.598049756134545,-0.0453909705923743,0.987552583282894
LOC105199323,-0.898436160358632,0.555053379819783,2.07039292131537,0.0111296934495546
LOC105199326,0.298441513393625,0.999525128080171,2.92414972934119,0.00118025188700675
LOC105199327,-1.51595947731244,0.00277055098301883,2.80144843012128,0.00104192462503671
LOC105199328,0.22361030939664,0.999525128080171,1.87211704730286,0.176333324264367
LOC105199329,-0.43920693754522,0.550885335913998,-1.08133242571785,0.412512736489283
LOC105199332,1.73172132158594,2.00711956573128e-07,-0.82290590359181,0.579346681960038
LOC105199335,-1.42800992885344,0.300429399968003,1.1126023825001,0.244656330178836
LOC105199336,-0.0734601198348372,0.999525128080171,-0.0631594144808009,0.977755960014993
LOC105199337,0.105534845330907,0.999525128080171,-0.501960403244062,0.735517737326942
LOC105199338,0.402563813585388,0.906273462816231,-0.48911825952802,0.729383745111232
LOC105199340,0.246393037452913,0.96635667811393,-0.440141671394744,0.789806591949763
LOC105199341,-0.242986158661332,0.999525128080171,0.407254402088877,0.843468358632942
LOC105199342,0.513162587445895,0.447866800447189,-0.826251000059323,0.473645848833408
LOC105199343,0.25963653924364,0.924866510203365,-0.186784375615261,0.927827696331547
LOC105199345,0.794646193724123,0.12661537926477,-0.428015198712212,0.766803315450386
LOC105199346,0.327055296560985,0.999525128080171,-1.05042304941557,0.564206139099589
LOC105199349,-0.127315367973562,0.999525128080171,-0.0370776331207735,0.990197446095228
LOC105199351,-0.0675358105664064,0.999525128080171,-0.118853086013129,0.955885225049097
LOC105199354,-0.12990861557127,0.999525128080171,2.66195502798574,0.00357413491978462
LOC105199355,1.17074372430443,0.394086596612673,0.336674513487715,0.911371804632779
LOC105199356,0.99128320880613,0.514125518500256,-1.44729833119657,0.208425599102015
LOC105199484,0.0366902205649674,1,0.0745109668433775,0.980614046879547
LOC105199492,-0.0956798158753621,0.999525128080171,-1.14709577854854,0.429022178862497
LOC105199531,1.34293418884502,0.000297254772919625,2.08182458120361,0.0253768274320305
LOC105199549,-0.412890061307315,0.999525128080171,0.626025042019815,0.763565878390614
LOC105199559,1.13109943500925,0.462916622123949,-0.96952078627746,0.676258551822805
LOC105199565,0.461374271958269,0.598049756134545,-0.792599012799052,0.68043870756896
LOC105199580,-0.386284779004439,0.999525128080171,-0.412743760789112,0.847795366338582
LOC105199591,0.416075437633693,0.852203123155117,-0.891117764463135,0.473890415712326
LOC105199601,-0.294913304393481,0.825276861724964,0.0574574236011082,0.985633848555084
LOC105199617,-0.675356901379452,0.623008444074829,0.34779694282848,0.874668573832444
LOC105199655,0.28237580705515,0.999525128080171,-0.0734610120764518,0.982074077846269
LOC105199708,0.445391226411712,0.666410393293857,-0.876625036447821,0.558068747885413
LOC105199719,0.214492721807763,0.852203123155117,-0.577619298112097,0.637267071822008
LOC105199727,-1.2382911836058,0.358054361991615,-0.387132479901334,0.890569410430564
LOC105199746,-0.0196226411474256,1,0.259256291199658,0.897793214791654
LOC105199756,3.03349009677643,6.00529349261436e-05,0.549634381260104,0.751882600879969
LOC105199767,0.466622310763473,0.772937834024184,0.0386684345967595,0.986422278348738
LOC105199780,0.27403207935297,0.999525128080171,-0.299474473015003,0.889402334286645
LOC105199786,-0.638487510598957,0.822177652833445,-0.758025025523675,0.711507832037006
LOC105199789,-1.26974848562704,0.19562640465289,2.12777393671991,0.0330951720744365
LOC105199797,-0.162231067590207,0.999525128080171,-0.686250458632811,0.573094731849975
LOC105199803,0.204924400815189,0.999525128080171,1.87244245942055,0.172568844483047
LOC105199810,0.384877836737299,0.999525128080171,0.769208968403134,0.763565878390614
LOC105199816,0.030209729890682,1,-0.035642672650529,0.99323339775794
LOC105199893,0.722124188012028,0.800140516158651,0.879395988432318,0.719583287981748
LOC105199901,0.544206522202768,0.358054361991615,1.48188949549007,0.0681875212466281
LOC105201520,0.22093678651291,0.999525128080171,-0.47893007045713,0.756132869255214
LOC105201521,0.62595554728895,0.550885335913998,2.62381021863909,0.00205104959640817
LOC105201523,-0.259985813103765,0.999525128080171,-0.671403476216848,0.642782907528966
LOC105201526,0.553369231512048,0.944099537599274,1.5793612069651,0.396816632485725
LOC105201527,-0.121943494368208,0.999525128080171,-0.450198110493952,0.772367566468872
LOC105201528,-0.235923203360045,0.999525128080171,-1.46074630221742,0.226757323786175
LOC105201529,0.0113151596465371,1,-1.22607633690719,0.378564595800443
LOC105201533,-0.252334536435418,0.900262226372909,-0.601794099560083,0.652691789198096
LOC105201534,-0.0426131003829316,1,0.270782275810739,0.866967200166076
LOC105201536,1.32825409022579,0.317135889086985,-1.79372135713992,0.00526491860258878
LOC105201541,3.40364142405975e-16,1,-0.949589719001056,0.367421573198544
LOC105202812,4.53677557465102,2.01534413643862e-12,-0.997262280408932,0.43563678049948
LOC105202813,-0.359604694211801,0.852203123155117,-0.318445779461118,0.870962070490831
LOC105202814,-8.00856625953729e-17,1,1.27725356707602,0.367421573198544
LOC105202816,2.88930826907447,0.000650516661993638,-2.2409957411274,0.00497080501593069
LOC105202817,1.55819977096599,0.218836164049564,0.110081850939948,0.9765028348777
LOC105202818,0.102315701451464,0.999525128080171,1.21078865423315,0.215281384724331
LOC105202820,1.3219710881645,0.132083536513897,3.53389449102868,2.37994427685105e-07
LOC105202821,-1.63848933432464,0.193285321013568,1.02892513265026,0.511757298072923
LOC105202822,0.167849740510819,0.999525128080171,1.32405913271656,0.142406746745207
LOC105202823,2.93891934541155,0.000202075842951857,1.76236102733302,0.230438646490652
LOC105202826,-0.838436017390364,0.451148039244562,0.806860075636746,0.559278942046052
LOC105202831,-0.200118001937377,0.999525128080171,0.641463277208022,0.820130913463671
LOC105202834,-0.327623510682087,0.999525128080171,2.77699631840359,0.00057461447800104
LOC105203016,0.376352433533094,0.95462264495942,-0.0928592089762906,0.965704227664303
LOC105203017,-0.121463900792678,0.999525128080171,-0.40188526425235,0.831656010392832
LOC105203018,-0.566102389288342,0.584943334645171,-1.23222395964188,0.339450743089546
LOC105203020,-0.136831554688096,0.999525128080171,-0.356997253920507,0.814389743648526
LOC105203021,-0.127982236592899,0.999525128080171,-0.195289826313062,0.921089030496903
LOC105203023,-0.256260662949945,0.999525128080171,0.378435768279654,0.849201716022169
LOC105203024,3.30353358205913e-16,1,-0.881670169744565,0.508983171034812
LOC105203026,-0.157055868399844,0.999525128080171,-0.645089340097337,0.788978009357292
LOC105203027,-0.305002190536581,0.718544939710569,0.0328642414533959,0.987915468924702
LOC105203028,-0.136625728678793,0.999525128080171,-0.782470298851341,0.575408727278621
LOC105203029,-1.21638324753605,0.397836494391834,1.26812284848264,0.406938651725947
LOC105203031,-0.166523463932436,0.999525128080171,-0.459186268902075,0.754609502309147
LOC105203032,-0.412952216981468,0.550885335913998,0.346704178173241,0.873025957906251
LOC105203033,0.256112326407534,0.947223866981317,-0.262729334832306,0.893314576582057
LOC105203034,0.376905272359485,0.276643811237307,-0.134301228097326,0.943420486931557
LOC105203035,0.0777995943730121,1,0.207698050121614,0.919518973169231
LOC105203036,-0.184254383405031,0.999525128080171,0.0394050443294279,0.986236471758205
LOC105203037,0.0824735380798551,0.999525128080171,0.685539172269896,0.572104941173447
LOC105203038,0.0278737758940509,1,-0.145426837950613,0.935891556915301
LOC105203039,-0.0295560000678925,1,0.234210920859715,0.89897043069035
LOC105203040,0.417389623184541,0.743935046853798,-0.578054522242267,0.735831591080785
LOC105203041,-0.38958459400981,0.999525128080171,0.949985913413792,0.344800860314171
LOC105203044,-0.0220587909717601,1,-1.04247083533739,0.471036027323721
LOC105203046,0.293204963743428,0.999525128080171,-0.888101199589048,0.4544409657228
LOC105203048,0.0267371818543643,1,-0.121262796146125,0.950733603016507
LOC105203049,-0.298559488843433,0.852203123155117,0.612737242680528,0.762506630912362
LOC105203050,-0.0593471156479739,0.999525128080171,-0.309331053277114,0.861209486238617
LOC105203051,-0.228704417903512,0.999525128080171,-0.25662828223861,0.890569410430564
LOC105203052,-0.088709448674958,0.999525128080171,-0.233772658025054,0.885933631675351
LOC105203053,-0.0279822726193918,1,0.0176541133025784,0.994991140115734
LOC105203055,0.140174609437022,0.999525128080171,-0.272668045058672,0.921951827917056
LOC105203056,0.161349161348246,0.999525128080171,-0.0623234588643002,0.981132449426041
LOC105203057,0.209792969588185,0.999525128080171,-0.228270670365635,0.892946535186333
LOC105203059,0.653290222797641,0.822177652833445,1.76341626883182,0.0249524729552803
LOC105203060,0.0082049862375822,1,0.618659653576117,0.671313421276204
LOC105203061,0.390158575730095,0.666410393293857,-0.781638346330975,0.546097650634688
LOC105203063,0.172096234454805,0.999525128080171,1.32871462247985,0.307822091842377
LOC105203064,-0.00749701922615966,1,1.22844732692707,0.400209903882852
LOC105203065,1.97829172125861,1.38560838970146e-06,-1.3381135349532,0.233452249326699
LOC105203067,-0.176093114419736,0.999525128080171,0.873683785746176,0.471024679283398
LOC105203068,-0.0380529008375143,1,0.352522492038306,0.915192733597721
LOC105203069,0,1,-0.0800611961226111,0.971568983242552
LOC105203071,-0.249938943974539,0.999525128080171,1.15811456004194,0.244656330178836
LOC105203072,0.22368414620043,0.909169203588355,-0.13591298889118,0.948564749719898
LOC105203073,-0.386284779004439,0.999525128080171,0.115854003550218,0.96183363151299
LOC105203074,-0.475651710299049,0.19562640465289,-0.410978149288622,0.80733601034295
LOC105203076,0.860054809945384,0.524857800666501,0.155015940538962,0.946314431651315
LOC105203077,0.751337727194016,0.3138801557264,0.654185203126293,0.732424214538837
LOC105203079,0.528226596711827,0.96635667811393,0.824105126498092,0.654344517838323
LOC105203080,0.0999615492119276,0.999525128080171,1.20002074999519,0.324455664121021
LOC105203081,0.194259952371239,0.999525128080171,0.262282268778391,0.886098168631336
LOC105203082,0.416896925893264,0.52572733836538,0.463253111697427,0.742811729169649
LOC105203085,-5.15551452957713e-15,1,-1.84274454690674,0.269642636983497
LOC105203086,-2.94456783541891,4.09151604441497e-13,2.52718549877564,0.000194099593291416
LOC105203090,0.722107453021075,0.514125518500256,0.494875069599936,0.738485770208977
LOC105203091,0.591674987882147,0.0261223740418059,-1.77218685847999,0.030174668662264
LOC105203092,-0.0339655603555989,1,-1.38521402844387,0.307610467949208
LOC105203095,0.0270568281489208,1,0.0821666985421617,0.976198259398036
LOC105203096,0.716657249676567,0.561012248288554,0.415258192414433,0.793824228314729
LOC105203097,-0.32533932955152,0.630565280110441,-0.327147631202587,0.86834232443496
LOC105204968,-0.315535367806701,0.999525128080171,0.392950541673796,0.899073354480472
LOC105204969,1.76935372502314,0.00872660793488039,0.0800561851010734,0.977755960014993
LOC105206526,0.215632323458203,0.999525128080171,1.32776174040712,0.404136296572168
LOC105206540,0.363554816858012,0.674310038100839,-0.115089649357148,0.950733603016507
LOC105206549,0.125617735741437,0.999525128080171,-0.405908324017088,0.850505412574299
LOC105206559,-0.256960754185838,0.999525128080171,-0.0690878479596101,0.98300066460129
LOC105206574,0.670494218543708,0.274120098597941,-1.11899758246507,0.437645131769138
LOC105206598,-0.0656217480465154,1,-0.688640145783325,0.699559734963862
LOC105206612,1.17469264322688,0.281814959547931,-1.14957454290126,0.339621796166987
LOC105206620,-0.155450687657773,0.95462264495942,-0.222656094555459,0.893232476403194
LOC105206630,-1.07719430943523,0.462916622123949,0.195148243580165,0.921951827917056
LOC105206635,0.274756074266934,0.924866510203365,-1.94742261280549,0.0091725211530111
LOC105206689,-0.0920642971643311,0.999525128080171,-0.392117763971688,0.808724037665038
LOC105206711,0.211033900175806,0.999525128080171,0.761696831172853,0.543989572963423
LOC105207370,0.48177062102802,0.916243522724381,-0.577220452140321,0.722572325189715
LOC105207387,-0.238328159630458,0.999525128080171,-0.326040094463695,0.870393548404808
LOC105207396,-0.115053748420182,0.999525128080171,-0.824264488104167,0.510763826087367
LOC105207402,0.165941799878996,0.916243522724381,-0.688557151591711,0.575868233284509
LOC105207412,-0.60425989716533,0.394742596563336,0.0497305509960386,0.983422506571451
LOC105207423,-0.610735344870717,0.916243522724381,0.973360369309841,0.689555411420506
LOC105207434,0.183388141771546,0.999525128080171,0.561418777390777,0.742012830342437
LOC105207450,0.0499331011704868,0.999525128080171,3.26647842241543,6.93521681131548e-05
LOC105207460,0.0603010658793849,1,0.187227967593515,0.925083443155252
LOC105207466,1.36389903125938,0.346317001682823,-0.174487775640903,0.933723438064286
LOC105207481,-0.0783435124669685,0.999525128080171,1.630100723617,0.0529725470476724
LOC105207492,1.18548541021762,0.0261223740418059,-1.24605010165877,0.156218508874451
